Class,Method Name,Arg/Ret/Var,Variable Name,Inferred Type,Original Type,Exact (E) / Up to Parameter (P) / Got Type (T) / None (N),Solution Source,Source Code
[s]Ronin::Repository,install,Arg,options,?[ []: (:uri) -> { { [s]Ronin::Repository#install arg: options }#[] call_ret: ret } ],Hash,TS,Constraints,"def Repository.install(options={})
      unless options[:uri]
        raise(ArgumentError,"":uri must be passed to Repository.install"")
      end

      remote_repo = Pullr::RemoteRepository.new(options)

      name   = remote_repo.name
      domain = if remote_repo.uri.scheme
                 remote_repo.uri.host
               else
                 # Use a regexp to pull out the host-name, if the URI
                 # lacks a scheme.
                 remote_repo.uri.to_s.match(/\@([^@:\/]+)/)[1]
               end

      if Repository.count(:name => name, :domain => domain) > 0
        raise(DuplicateRepository,""a Repository already exists with the name #{name.dump} from domain #{domain.dump}"")
      end

      path = File.join(Config::REPOS_DIR,name,domain)

      # pull down the remote repository
      local_repo = remote_repo.pull(path)

      # add the new remote repository
      repo = Repository.new(
        :path      => path,
        :scm       => local_repo.scm,
        :uri       => remote_repo.uri,
        :installed => true,
        :name      => name,
        :domain    => domain
      )

      # save the repository 
      if repo.save
        # cache any files from within the `cache/` directory of the
        # repository
        repo.cache_scripts!
      end

      return repo
    end"
[s]Ronin::Repository,install,Ret,"",Ronin::Repository,Repository,E,Constraints,"def Repository.install(options={})
      unless options[:uri]
        raise(ArgumentError,"":uri must be passed to Repository.install"")
      end

      remote_repo = Pullr::RemoteRepository.new(options)

      name   = remote_repo.name
      domain = if remote_repo.uri.scheme
                 remote_repo.uri.host
               else
                 # Use a regexp to pull out the host-name, if the URI
                 # lacks a scheme.
                 remote_repo.uri.to_s.match(/\@([^@:\/]+)/)[1]
               end

      if Repository.count(:name => name, :domain => domain) > 0
        raise(DuplicateRepository,""a Repository already exists with the name #{name.dump} from domain #{domain.dump}"")
      end

      path = File.join(Config::REPOS_DIR,name,domain)

      # pull down the remote repository
      local_repo = remote_repo.pull(path)

      # add the new remote repository
      repo = Repository.new(
        :path      => path,
        :scm       => local_repo.scm,
        :uri       => remote_repo.uri,
        :installed => true,
        :name      => name,
        :domain    => domain
      )

      # save the repository 
      if repo.save
        # cache any files from within the `cache/` directory of the
        # repository
        repo.cache_scripts!
      end

      return repo
    end"
[s]Ronin::Repository,uninstall,Arg,name,String,String,E,Constraints,"def Repository.uninstall(name)
      Repository.find(name).uninstall!
    end"
[s]Ronin::Repository,uninstall,Ret,"",Ronin::Script::Testable,nil,T,Twin,"def Repository.uninstall(name)
      Repository.find(name).uninstall!
    end"
[s]Ronin::Repository,activate!,Ret,"",Enumerator<t>,Array<Repository>,T,Twin,"def Repository.activate!
      Repository.each { |repo| repo.activate! }
    end"
[s]Ronin::Repository,deactivate!,Ret,"",Enumerator<t>,Array<Repository>,T,Constraints,"def Repository.deactivate!
      Repository.reverse_each { |repo| repo.deactivate! }
    end"
Ronin::Repository,local?,Ret,"",(false or true),(false or true),E,Constraints,"def local?
      self.domain == LOCAL_DOMAIN
    end"
Ronin::Repository,remote?,Ret,"",(false or true),(false or true),E,Twin,"def remote?
      self.domain != LOCAL_DOMAIN
    end"
Ronin::Repository,executables,Ret,"",Array<String>,Array<String>,E,Constraints,"def executables
      scripts = []

      if @bin_dir.directory?
        @bin_dir.entries.each do |path|
          scripts << path.basename.to_s if path.file?
        end
      end

      return scripts
    end"
Ronin::Repository,each_script,Ret,"",Enumerator<%any>,Enumerator,P,Constraints,"def each_script(&block)
      return enum_for(__method__) unless block

      @script_dirs.each do |dir|
        Pathname.glob(dir.join('**','*.rb'),&block)
      end
    end"
Ronin::Repository,activated?,Ret,"",(false or true),(false or true),E,Constraints,"def activated?
      @activated == true
    end"
Ronin::Repository,find_script,Arg,sub_path,(Array<String> or File or [ to_str: () -> String ]),String,T,Constraints,"def find_script(sub_path)
      paths = @script_dirs.map { |dir| File.join(dir,sub_path) }

      return script_paths.first(:path => paths)
    end"
Ronin::Repository,find_script,Ret,"",String,Script::Path,T,Twin,"def find_script(sub_path)
      paths = @script_dirs.map { |dir| File.join(dir,sub_path) }

      return script_paths.first(:path => paths)
    end"
Ronin::Repository,cache_scripts!,Ret,"",Ronin::Repository,Repository,E,Constraints,"def cache_scripts!
      clean_scripts!

      each_script do |path|
        self.script_paths.new(:path => path).cache
      end

      return self
    end"
Ronin::Repository,sync_scripts!,Ret,"",Ronin::Repository,Repository,E,Constraints,"def sync_scripts!
      # activates the repository before caching it's objects
      activate!

      new_paths = each_script.to_a

      self.script_paths.each do |script_path|
        # filter out pre-existing paths within the `cached/` directory
        new_paths.delete(script_path.path)

        # sync the cached file and catch any exceptions
        script_path.sync
      end

      # cache the new paths within the `cache/` directory
      new_paths.each do |path|
        self.script_paths.new(:path => path).cache
      end

      # deactivates the repository
      deactivate!
      return self
    end"
Ronin::Repository,clean_scripts!,Ret,"",Ronin::Repository,Repository,E,Constraints,"def clean_scripts!
      self.script_paths.destroy
      self.script_paths.clear
      return self
    end"
Ronin::Repository,update!,Ret,"",Ronin::Repository,Repository,E,Constraints,"def update!
      local_repo = Pullr::LocalRepository.new(
        :path => self.path,
        :scm  => self.scm
      )

      # only update if we have a repository
      local_repo.update(self.uri)

      # re-initialize the metadata
      initialize_metadata

      # save the repository
      if save
        # syncs the cached files of the repository
        sync_scripts!
      end

      yield self if block_given?
      return self
    end"
Ronin::Repository,uninstall!,Ret,"",Ronin::Repository,Repository,E,Constraints,"def uninstall!
      deactivate!

      FileUtils.rm_rf(self.path) if self.installed?

      # destroy any cached files first
      clean_scripts!

      # remove the repository from the database
      destroy if saved?

      yield self if block_given?
      return self
    end"
Ronin::Repository,to_s,Ret,"",String,String,E,Constraints,"def to_s
      ""#{self.name}/#{self.domain}""
    end"
Ronin,script,Arg,path,String,String,E,Twin,"def script(path)
    Script.load_from(path)
  end"
Ronin,script,Ret,"",Ronin::Script::Testable,Script,T,Twin,"def script(path)
    Script.load_from(path)
  end"
Ronin::Software,to_s,Ret,"",String,String,E,Constraints,"def to_s
      [self.vendor, self.name, self.version].compact.join(' ')
    end"
Ronin::Target,to_s,Ret,"",String,String,E,Constraints,"def to_s
      self.address.to_s
    end"
[s]Ronin::URL,extract,Arg,text,String,String,E,Constraints,"def self.extract(text)
      return enum_for(__method__,text).to_a unless block_given?

      ::URI.extract(text) do |uri|
        uri = begin
                ::URI.parse(RDL.type_cast(uri, ""String""))
              rescue URI::InvalidURIError
                # URI.extract can parse URIs that URI.parse cannot handle
                next
              end

        yield from(RDL.type_cast(uri, ""URI::HTTP""))
      end

      return nil
    end"
[s]Ronin::URL,extract,Ret,"",Array<%any>,Array<URL>,P,Constraints,"def self.extract(text)
      return enum_for(__method__,text).to_a unless block_given?

      ::URI.extract(text) do |uri|
        uri = begin
                ::URI.parse(RDL.type_cast(uri, ""String""))
              rescue URI::InvalidURIError
                # URI.extract can parse URIs that URI.parse cannot handle
                next
              end

        yield from(RDL.type_cast(uri, ""URI::HTTP""))
      end

      return nil
    end"
[s]Ronin::URL,http,Ret,"",Array<URL>,Array<URL>,E,Twin,"def self.http
      all('scheme.name' => 'http')
    end"
[s]Ronin::URL,https,Ret,"",Array<URL>,Array<URL>,E,Twin,"def self.https
      all('scheme.name' => 'https')
    end"
[s]Ronin::URL,hosts,Arg,names,Array<:import>,(Array<String> or String),T,Constraints,"def self.hosts(names)
      all('host.address' => names)
    end"
[s]Ronin::URL,hosts,Ret,"",Array<URL>,Array<URL>,E,Twin,"def self.hosts(names)
      all('host.address' => names)
    end"
[s]Ronin::URL,ports,Arg,numbers,Array<:import>,(Array<Number> or Number),T,Constraints,"def self.ports(numbers)
      all('port.number' => numbers)
    end"
[s]Ronin::URL,ports,Ret,"",Array<URL>,Array<URL>,E,Twin,"def self.ports(numbers)
      all('port.number' => numbers)
    end"
[s]Ronin::URL,directory,Arg,root_dir,String,String,E,Twin,"def self.directory(root_dir)
      all(:path => root_dir) | all(:path.like => ""#{root_dir}/%"")
    end"
[s]Ronin::URL,directory,Ret,"",Array<URL>,Array<URL>,E,Twin,"def self.directory(root_dir)
      all(:path => root_dir) | all(:path.like => ""#{root_dir}/%"")
    end"
[s]Ronin::URL,extension,Arg,ext,String,String,E,Twin,"def self.extension(ext)
      RDL.type_cast(all(:path => ""%.#{ext}""), ""Array<URL>"")
    end"
[s]Ronin::URL,extension,Ret,"",Array<URL>,Array<URL>,E,Constraints,"def self.extension(ext)
      RDL.type_cast(all(:path => ""%.#{ext}""), ""Array<URL>"")
    end"
[s]Ronin::URL,with_query_param,Arg,name,String,(Array<String> or String),T,Twin,"def self.with_query_param(name)
      all('query_params.name.name' => name)
    end"
[s]Ronin::URL,with_query_param,Ret,"",Array<URL>,Array<URL>,E,Twin,"def self.with_query_param(name)
      all('query_params.name.name' => name)
    end"
[s]Ronin::URL,with_query_value,Arg,value,String,(Array<String> or String),T,Twin,"def self.with_query_value(value)
      all('query_params.value' => value)
    end"
[s]Ronin::URL,with_query_value,Ret,"",Array<URL>,Array<URL>,E,Twin,"def self.with_query_value(value)
      all('query_params.value' => value)
    end"
[s]Ronin::URL,from,Arg,uri,([ fragment: () -> { { [s]Ronin::URL#from arg: uri }#fragment call_ret: ret } ] and [ host: () -> { { [s]Ronin::URL#from arg: uri }#host call_ret: ret } ] and [ path: () -> { { [s]Ronin::URL#normalized_path arg: uri }#path call_ret: ret } ] and [ port: () -> { { [s]Ronin::URL#from arg: uri }#port call_ret: ret } ] and [ query_params: () -> { { [s]Ronin::URL#from arg: uri }#query_params call_ret: ret } ] and [ respond_to?: (:query_params) -> { { [s]Ronin::URL#from arg: uri }#respond_to? call_ret: ret } ] and [ scheme: () -> { { [s]Ronin::URL#from arg: uri }#scheme call_ret: ret } ]),URI::HTTP,TS,Constraints,"def self.from(uri)
      # find or create the URL scheme, host_name and port
      scheme    = URLScheme.first_or_new(:name => uri.scheme)
      host_name = HostName.first_or_new(:address => uri.host)
      port      = if uri.port
                    TCPPort.first_or_new(:number => uri.port)
                  end

      path     = normalized_path(uri)
      fragment = uri.fragment

      query_params = []
      
      if uri.respond_to?(:query_params)
        # find or create the URL query params
        uri.query_params.each do |name,value|
          query_params << {
            :name  => URLQueryParamName.first_or_new(:name => name),
            :value => value
          }
        end
      end

      # find or create the URL
      return first_or_new(
        :scheme       => scheme,
        :host_name    => host_name,
        :port         => port,
        :path         => path,
        :fragment     => fragment,
        :query_params => query_params
      )
    end"
[s]Ronin::URL,from,Ret,"",(false or true),URL,T,Twin,"def self.from(uri)
      # find or create the URL scheme, host_name and port
      scheme    = URLScheme.first_or_new(:name => uri.scheme)
      host_name = HostName.first_or_new(:address => uri.host)
      port      = if uri.port
                    TCPPort.first_or_new(:number => uri.port)
                  end

      path     = normalized_path(uri)
      fragment = uri.fragment

      query_params = []
      
      if uri.respond_to?(:query_params)
        # find or create the URL query params
        uri.query_params.each do |name,value|
          query_params << {
            :name  => URLQueryParamName.first_or_new(:name => name),
            :value => value
          }
        end
      end

      # find or create the URL
      return first_or_new(
        :scheme       => scheme,
        :host_name    => host_name,
        :port         => port,
        :path         => path,
        :fragment     => fragment,
        :query_params => query_params
      )
    end"
[s]Ronin::URL,parse,Arg,url,String,String,E,Constraints,"def self.parse(url)
      from(::URI.parse(url))
    end"
[s]Ronin::URL,parse,Ret,"",(false or true),URL,T,Constraints,"def self.parse(url)
      from(::URI.parse(url))
    end"
Ronin::URL,host,Ret,"",String,String,E,Twin,"def host
      self.host_name.address
    end"
Ronin::URL,port_number,Ret,"",String,Number,T,Twin,"def port_number
      self.port.number if self.port
    end"
Ronin::URL,query_string,Ret,"",Array<URL>,String,T,Twin,"def query_string
      params = {}

      self.query_params.each do |param|
        params[param.name] = param.value
      end

      return ::URI::QueryParams.dump(params)
    end"
Ronin::URL,query_string=,Arg,query,Array<:import>,String,T,Constraints,"def query_string=(query)
      self.query_params.clear

      ::URI::QueryParams.parse(query).each do |name,value|
        self.query_params.new(
          :name  => URLQueryParamName.first_or_new(:name => name),
          :value => value
        )
      end

      return query
    end"
Ronin::URL,query_string=,Ret,"",Array<:import>,String,T,Constraints,"def query_string=(query)
      self.query_params.clear

      ::URI::QueryParams.parse(query).each do |name,value|
        self.query_params.new(
          :name  => URLQueryParamName.first_or_new(:name => name),
          :value => value
        )
      end

      return query
    end"
Ronin::URL,to_uri,Ret,"",(false or true),URI::HTTP,T,Twin,"def to_uri
      # map the URL scheme to a URI class
      url_class = SCHEMES.fetch(self.scheme.name,::URI::Generic)

      host = if self.host_name
               self.host_name.address
             end
      port = if self.port
               self.port.number
             end

      query = unless self.query_params.empty?
                self.query_string
              end

      # build the URI
      return url_class.build(
        :scheme   => self.scheme.name,
        :host     => host,
        :port     => port,
        :path     => self.path,
        :query    => query,
        :fragment => self.fragment
      )
    end"
Ronin::URL,to_s,Ret,"",String,String,E,Constraints,"def to_s
      self.to_uri.to_s
    end"
Ronin::URL,inspect,Ret,"",String,String,E,Constraints,"def inspect
      ""#<#{self.class}: #{self}>""
    end"
[s]Ronin::URL,normalized_path,Arg,uri,[ path: () -> { { [s]Ronin::URL#normalized_path arg: uri }#path call_ret: ret } ],URI,TS,Constraints,"def self.normalized_path(uri)
      case uri
      when ::URI::HTTP
        # map empty HTTP paths to '/'
        unless uri.path.empty? then uri.path
        else                        '/'
        end
      else
        uri.path
      end
    end"
[s]Ronin::URL,normalized_path,Ret,"",String,String,E,Constraints,"def self.normalized_path(uri)
      case uri
      when ::URI::HTTP
        # map empty HTTP paths to '/'
        unless uri.path.empty? then uri.path
        else                        '/'
        end
      else
        uri.path
      end
    end"
Ronin::URLQueryParam,to_s,Ret,"",String,String,E,Twin,"def to_s
      URI::QueryParams.dump(self.name.to_s => self.value)
    end"
Ronin::URLQueryParam,inspect,Ret,"",String,String,E,Constraints,"def inspect
      ""#<#{self.class}: #{self}>""
    end"
Ronin::URLQueryParamName,created_at,Ret,"",Array<URL>,Time,T,Twin,"def created_at
      if (url = self.query_params.urls.first(:fields => [:created_at]))
        url.created_at
      end
    end"
Ronin::URLQueryParamName,to_s,Ret,"",String,String,E,Constraints,"def to_s
      self.name.to_s
    end"
Ronin::URLQueryParamName,inspect,Ret,"",String,String,E,Constraints,"def inspect
      ""#<#{self.class}: #{self}>""
    end"
[s]Ronin::WebCredential,with_email,Arg,email,String,String,E,Twin,"def self.with_email(email)
      unless email.include?('@')
        raise(""invalid email address #{email.dump}"")
      end

      user, domain = email.split('@',2)

      return all(
        'email_address.user_name.name' => user,
        'email_address.host_name.address' => domain
      )
    end"
[s]Ronin::WebCredential,with_email,Ret,"",(false or true),Array<WebCredential>,T,Twin,"def self.with_email(email)
      unless email.include?('@')
        raise(""invalid email address #{email.dump}"")
      end

      user, domain = email.split('@',2)

      return all(
        'email_address.user_name.name' => user,
        'email_address.host_name.address' => domain
      )
    end"
Ronin::WebCredential,to_s,Ret,"",String,String,E,Constraints,"def to_s
      if self.email_address then ""#{super} (#{self.email_address})""
      else                       super
      end
    end"
[s]Ronin::Database,repositories,Ret,"",{ [s]Ronin::Database#repositories ret: ret },"Hash<Symbol, Hash>",N,,"def self.repositories
      if @repositories.empty?
        @repositories[:default] = DEFAULT_REPOSITORY

        if File.file?(CONFIG_FILE)
          config = YAML.load_file(CONFIG_FILE)

          unless config.kind_of?(Hash)
            raise(InvalidConfig,""#{CONFIG_FILE} must contain a YAML Hash of repositories"")
          end

          config.each do |name,uri|
            @repositories[name.to_sym] = uri
          end
        end
      end

      return @repositories
    end"
[s]Ronin::Database,repository?,Arg,name,String,(String or Symbol),E,Twin,"def self.repository?(name)
      repositories.has_key?(name.to_sym)
    end"
[s]Ronin::Database,repository?,Ret,"",(false or true),(false or true),E,Twin,"def self.repository?(name)
      repositories.has_key?(name.to_sym)
    end"
[s]Ronin::Database,save,Ret,"",(false or true),(false or true),E,Constraints,"def self.save
      yield if block_given?

      File.open(CONFIG_FILE,'w') do |file|
        hash = {}
        
        repositories.each do |name,value|
          hash[name.to_sym] = value
        end

        YAML.dump(hash,file)
      end

      return true
    end"
[s]Ronin::Database,log,Arg,options,"?([ empty?: () -> { { [s]Ronin::Database#log arg: options }#empty? call_ret: ret } ] and [ fetch: (:level, :info) -> { { [s]Ronin::Database#log arg: options }#fetch call_ret: ret } ] and [ fetch: (:path, String) -> { { [s]Ronin::Database#log arg: options }#fetch call_ret: ret } ] and [ fetch: (:stream, { Class#new ret: ret }) -> { { [s]Ronin::Database#log arg: options }#fetch call_ret: ret } ])",Hash,TS,Constraints,"def self.log(options={})
      unless (@log && options.empty?)
        path   = options.fetch(:path,DEFAULT_LOG_PATH)
        stream = options.fetch(:stream,File.new(path,'w+'))
        level  = options.fetch(:level,DEFAULT_LOG_LEVEL)

        @log = DataMapper::Logger.new(stream,level)
      end

      return @log
    end"
[s]Ronin::Database,log,Ret,"",DataMapper::Logger,DataMapper::Logger,E,Constraints,"def self.log(options={})
      unless (@log && options.empty?)
        path   = options.fetch(:path,DEFAULT_LOG_PATH)
        stream = options.fetch(:stream,File.new(path,'w+'))
        level  = options.fetch(:level,DEFAULT_LOG_LEVEL)

        @log = DataMapper::Logger.new(stream,level)
      end

      return @log
    end"
[s]Ronin::Database,upgrade!,Ret,"",(false or true),(false or true),E,Constraints,"def self.upgrade!
      return false unless setup?

      Migrations.migrate_up!
    end"
[s]Ronin::Database,setup,Arg,uri,?String,(Hash or String),T,Constraints,"def self.setup(uri=nil)
      # setup the database log
      unless @log
        if $DEBUG then log(:stream => $stderr, :level => :debug)
        else           log
        end
      end

      if uri
        # only setup the default database repositories
        DataMapper.setup(:default,uri)
      else
        # setup the database repositories
        repositories.each do |name,uri|
          DataMapper.setup(name,uri)
        end
      end

      # finalize the Models
      DataMapper.finalize

      # apply any new migrations to the database
      upgrade!
    end"
[s]Ronin::Database,repository,Arg,name,{ [s]Ronin::Database#repository arg: name },(String or Symbol),N,Constraints,"def self.repository(name,&block)
      name = name.to_sym

      unless repository?(name)
        raise(UnknownRepository,""unknown database repository #{name}"")
      end

      return DataMapper.repository(name,&block)
    end"
[s]Ronin::Database,repository,Ret,"",String,DataMapper::Repository,T,Twin,"def self.repository(name,&block)
      name = name.to_sym

      unless repository?(name)
        raise(UnknownRepository,""unknown database repository #{name}"")
      end

      return DataMapper.repository(name,&block)
    end"
[s]Ronin::Database,clear,Arg,name,{ [s]Ronin::Database#clear arg: name },(String or Symbol),N,Constraints,"def self.clear(name)
      name = name.to_sym

      unless repository?(name)
        raise(UnknownRepository,""unknown database repository #{name}"")
      end

      DataMapper.auto_migrate!(name)

      yield if block_given?
      return nil
    end"
[s]Ronin::Database,clear,Ret,"",Array<{ [s]Ronin::HostName#lookup array_param: array_param_#<Parser::Source::Map::Collection:0x00007fe669639b90> }>,nil,T,Twin,"def self.clear(name)
      name = name.to_sym

      unless repository?(name)
        raise(UnknownRepository,""unknown database repository #{name}"")
      end

      DataMapper.auto_migrate!(name)

      yield if block_given?
      return nil
    end"
[s]Ronin::Database,map,Ret,"",Array<{ [s]Ronin::Database#map array_param: array_param_#<Parser::Source::Map::Collection:0x00007fe6710a3f20> }>,Array,P,Constraints,"def self.map
      results = []

      repositories.each_key do |name|
        DataMapper.repository(name) do
          result = yield
          results << result unless result.nil?
        end
      end

      return results
    end"
Ronin::Model::HasAuthors::ClassMethods,written_by,Arg,name,String,String,E,Twin,"def written_by(name)
          all('authors.name.like' => ""%#{name}%"")
        end"
Ronin::Model::HasAuthors::ClassMethods,written_by,Ret,"",Array<URL>,Array<Model>,P,Twin,"def written_by(name)
          all('authors.name.like' => ""%#{name}%"")
        end"
Ronin::Model::HasAuthors::ClassMethods,written_for,Arg,name,String,String,E,Twin,"def written_for(name)
          all('authors.organization.like' => ""%#{name}%"")
        end"
Ronin::Model::HasAuthors::ClassMethods,written_for,Ret,"",Array<URL>,Array<Model>,P,Twin,"def written_for(name)
          all('authors.organization.like' => ""%#{name}%"")
        end"
Ronin::Model::HasDescription::ClassMethods,describing,Arg,fragment,String,String,E,Twin,"def describing(fragment)
          all(:description.like => ""%#{fragment}%"")
        end"
Ronin::Model::HasDescription::ClassMethods,describing,Ret,"",Array<URL>,Array<Model>,P,Twin,"def describing(fragment)
          all(:description.like => ""%#{fragment}%"")
        end"
Ronin::Model::HasLicense::ClassMethods,licensed_under,Arg,license,String,[ to_s: () -> String ],T,Twin,"def licensed_under(license)
          conditions = case license
                       when License
                         {:license => license}
                       when Symbol
                         {:license => License.predefined_resource(license)}
                       else
                         {'license.name' => license.to_s}
                       end

          all(conditions)
        end"
Ronin::Model::HasLicense::ClassMethods,licensed_under,Ret,"",Array<URL>,Array<Model>,P,Twin,"def licensed_under(license)
          conditions = case license
                       when License
                         {:license => license}
                       when Symbol
                         {:license => License.predefined_resource(license)}
                       else
                         {'license.name' => license.to_s}
                       end

          all(conditions)
        end"
Ronin::Model::HasLicense::InstanceMethods,licensed_under,Arg,name,String,(String or Symbol),E,Twin,"def licensed_under(name)
          self.license = Ronin::License.predefined_resource(name)
        end"
Ronin::Model::HasLicense::InstanceMethods,licensed_under,Ret,"",Array<URL>,License,T,Twin,"def licensed_under(name)
          self.license = Ronin::License.predefined_resource(name)
        end"
Ronin::Model::HasName::InstanceMethods,to_s,Ret,"",String,String,E,Constraints,"def to_s
          self.name.to_s
        end"
Ronin::Model::HasUniqueName::InstanceMethods,to_s,Ret,"",String,String,E,Constraints,"def to_s
          self.name.to_s
        end"
Ronin::Model::HasUniqueName::InstanceMethods,inspect,Ret,"",String,String,E,Constraints,"def inspect
          ""#<#{self.class}: #{self.name}>""
        end"
[s]Ronin::Model,included,Arg,base,"Hash<:import, { flag: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret }, usage: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret } }>",Class,T,Twin,"def self.included(base)
      unless base < DataMapper::Resource
        base.send :include, DataMapper::Resource
      end

      # include DataMapper plugins
      base.send :include, DataMapper::Migrations,
                          DataMapper::Serialize,
                          DataMapper::Timestamps

      # include Model types / methods
      base.send :include, Model::Types
      base.send :include, InstanceMethods
      base.send :extend,  ClassMethods
    end"
Ronin::Model::InstanceMethods,humanize_attributes,Arg,options,?[ []: (:exclude) -> { { Ronin::Model::InstanceMethods#humanize_attributes arg: options }#[] call_ret: ret } ],Hash,TS,Constraints,"def humanize_attributes(options={})
        exclude = [:id, :type]

        if options[:exclude]
          exclude += options[:exclude]
        end

        formatter = lambda { |value|
          case value
          when Array
            RDL.type_cast(value.map(&formatter), ""Array<String>"").join(', ')
          when Symbol
            DataMapper::Inflector.humanize(value)
          else
            value.to_s
          end
        }

        formatted = {}

        self.attributes.each do |name,value|
          next if (value.nil? || (value.respond_to?(:empty?) && value.empty?))

          unless (exclude.include?(name) || value.nil?)
            name = name.to_s

            unless name[-3..-1] == '_id'
              name = DataMapper::Inflector.humanize(name)
              value = formatter.call(value)

              yield name, value if block_given?

              formatted[name] = value
            end
          end
        end

        return formatted
      end"
Ronin::Model::InstanceMethods,humanize_attributes,Ret,"","Hash<{ Ronin::Model::InstanceMethods#humanize_attributes hash_param_key: hash_param_key_#<Parser::Source::Map::Collection:0x00007fe66a635648> }, { Ronin::Model::InstanceMethods#humanize_attributes hash_param_val: hash_param_val_#<Parser::Source::Map::Collection:0x00007fe66a635648> }>","Hash<String, String>",P,Constraints,"def humanize_attributes(options={})
        exclude = [:id, :type]

        if options[:exclude]
          exclude += options[:exclude]
        end

        formatter = lambda { |value|
          case value
          when Array
            RDL.type_cast(value.map(&formatter), ""Array<String>"").join(', ')
          when Symbol
            DataMapper::Inflector.humanize(value)
          else
            value.to_s
          end
        }

        formatted = {}

        self.attributes.each do |name,value|
          next if (value.nil? || (value.respond_to?(:empty?) && value.empty?))

          unless (exclude.include?(name) || value.nil?)
            name = name.to_s

            unless name[-3..-1] == '_id'
              name = DataMapper::Inflector.humanize(name)
              value = formatter.call(value)

              yield name, value if block_given?

              formatted[name] = value
            end
          end
        end

        return formatted
      end"
Ronin::Model::Types::Description,typecast,Arg,value,String,Object,E,Twin,"def typecast(value)
          return nil if value.nil?

          sanitized_lines = []

          value.to_s.each_line do |line|
            sanitized_lines << line.strip
          end

          return sanitized_lines.join(""\n"").strip
        end"
Ronin::Model::Types::Description,typecast,Ret,"",String,String,E,Constraints,"def typecast(value)
          return nil if value.nil?

          sanitized_lines = []

          value.to_s.each_line do |line|
            sanitized_lines << line.strip
          end

          return sanitized_lines.join(""\n"").strip
        end"
Ronin::Script::Buildable,built?,Ret,"",(false or true),(false or true),E,Constraints,"def built?
        @built == true
      end"
Ronin::Script::Buildable,build,Ret,"",Ronin::Script::Buildable,Script,T,Constraints,"def build(&block)
        @build_blocks << block
        return self
      end"
Ronin::Script::Deployable,deployed?,Ret,"",(false or true),(false or true),E,Constraints,"def deployed?
        @deployed == true
      end"
Ronin::Script::Deployable,evacuated?,Ret,"",(false or true),(false or true),E,Constraints,"def evacuated?
        @evacuated == true
      end"
Ronin::Script::Deployable,deploy,Ret,"",Ronin::Script::Deployable,Script,T,Constraints,"def deploy(&block)
        @deploy_blocks << block
        return self
      end"
Ronin::Script::Deployable,evacuate,Ret,"",Ronin::Script::Deployable,Script,T,Constraints,"def evacuate(&block)
        @evacuate_blocks.unshift(block)
        return self
      end"
Ronin::Script::Path,class_path,Ret,"",nil,String,T,Constraints,"def class_path
        if self.class_name
          DataMapper::Inflector.underscore(self.class_name)
        end
      end"
Ronin::Script::Path,script_class,Ret,"",{ Ronin::Script::Path#script_class ret: ret },Class,N,,"def script_class
        return unless self.class_name

        # filter out unloadable script classes
        begin
          require class_path
        rescue Gem::LoadError => e
          raise(e)
        rescue ::LoadError
        end

        # filter out missing class names
        loaded_class = begin
                         DataMapper::Ext::Object.full_const_get(self.class_name)
                       rescue NameError
                         return nil
                       end

        # filter out non-script classes
        return loaded_class if RDL.type_cast(loaded_class, ""Class"") < Script
      end"
Ronin::Script::Path,cached_script,Ret,"",nil,Model,T,Constraints,"def cached_script
        if (cached_class = script_class)
          return cached_class.first(:script_path => self)
        end
      end"
Ronin::Script::Path,updated?,Ret,"",(false or true),(false or true),E,Constraints,"def updated?
        # assume updates if there is no timestamp
        return true unless self.timestamp

        if File.file?(self.path)
          return self.path.mtime > self.timestamp
        end

        # do not assume updates, if there is no path
        return false
      end"
Ronin::Script::Path,missing?,Ret,"",String,(false or true),T,Twin,"def missing?
        !(self.path.file?)
      end"
Ronin::Script::Path,cache,Ret,"",(false or true),(false or true),E,Constraints,"def cache
        if (new_script = load_script)
          # reset the model-class
          self.class_name = new_script.class.to_s

          # update the timestamp
          self.timestamp = self.path.mtime

          # re-cache the newly loaded script
          new_script.script_path = self

          if new_script.save
            @cache_errors = nil
            return true
          else
            @cache_errors = new_script.errors
          end
        end

        return false
      end"
Ronin::Script::Path,sync,Ret,"",(false or true),(false or true),E,Constraints,"def sync
        if missing?
          # destroy the cached file, if the actual file is missing
          return destroy
        elsif updated?
          # clean the previously cached file
          clean

          # if we couldn't cache anything, self-destruct
          destroy unless cache
          return true
        end

        return false
      end"
Ronin::Script::Path,to_s,Ret,"",String,String,E,Constraints,"def to_s
        self.path.to_s
      end"
[s]Ronin::Script,load_from,Arg,path,String,String,E,Twin,"def Script.load_from(path)
      path = File.expand_path(path)
      script = ObjectLoader.load_objects(path).find do |obj|
        obj.class < Script
      end

      unless script
        raise(""No cacheable object defined in #{path.dump}"")
      end

      script.instance_variable_set('@script_loaded',true)
      script.script_path = Path.new(
        :path => path,
        :timestamp => File.mtime(path),
        :class_name => script.class.to_s
      )

      return script
    end"
